"","target","N_Day","mes","year","nivel","tmed","pDia","niv7","niv14","niv30","niv60","niv90","niv180","t7","t14","t30","t60","t90","t180","p30","p60","p90","p180","niv010","niv020","niv030"
"3011",0.8,32030,9,1987,605.36,21,0,604.63125,603.244666666667,602.002903225806,601.374918032787,601.576483516484,599.431650110497,20.5625,20.3666666666667,21.4556451612903,20.5840163934426,20.2912087912088,15.7946949662983,142.2,233.3,271,450.6,0.345000000000005,0.242500000000001,0.132000000000001
"3018",1.5,32037,9,1987,605.35,22.625,0,605.39625,604.990666666667,602.951935483871,601.967868852459,601.775384615385,600.165738508287,22.34375,21.4833333333333,21.2903225806452,20.7397540983607,20.8653846153846,16.4901369552486,142.2,222.8,262,450.6,0.025,0.192000000000002,0.149000000000001
"3025",1.7,32044,9,1987,604.63,21,0,605.00125,605.188666666667,603.946129032258,602.590819672131,601.964285714286,600.886014751381,21.046875,21.6333333333333,20.6895161290323,21.0696721311475,21.114010989011,17.0011866790055,100.2,192.7,261,444.6,-0.0810000000000059,0.0365000000000009,0.134999999999998
"3032",1.2,32051,10,1987,603.87,15.75,10.5,604.21875,604.608666666667,604.599032258065,602.924754098361,602.130659340659,601.591049723757,18.4518495,19.6659864,20.5359611612903,20.9363081311475,20.8089538021978,17.4522916906077,60.2,167.7,278.5,447.6,-0.108000000000004,-0.0764999999999986,0.0650000000000015
"3039",-1.8,32058,10,1987,613.69,13.75,0,607.98875,606.252666666667,605.726129032258,603.716393442623,602.712967032967,602.224861878453,13.65625,16.0743197333333,18.9230579354839,20.085898295082,20.0356021538462,17.6166563314917,133,275.2,366.3,515.9,0.955000000000007,0.421000000000004,0.282333333333334
"3046",-6.8,32065,10,1987,625.54,14.375,0,620.35875,614.206,609.326451612903,606.009180327869,604.321428571429,603.141270718232,12.109375,12.825,16.7416063225806,19.0100786229508,19.2704922637363,17.6912419668508,205.5,347.7,438.8,588.4,1.79599999999999,1.051,0.671333333333333
"3053",-8.7,32072,10,1987,627.53,10.75,0,626.6975,623.394,614.213225806452,609.006393442623,606.413186813187,604.190994475138,13.59375,12.75,14.8343482580645,17.7477835409836,18.8968658901099,17.7057447292818,206,347.7,398.7,565.9,0.438999999999999,1.176,0.755999999999998
"3060",-9.3,32079,10,1987,627.69,13.875,6.2,627.68625,627.169333333333,619.452580645161,612.09131147541,608.494395604396,605.209116022099,13.296875,13.625,13.4354838709677,17.1227835409836,18.4669208351648,17.7057447292818,233.7,277.4,422.4,594.6,0.075,0.668000000000001,0.789666666666669
"3067",-10.4,32086,11,1987,627.34,8.75,0,627.56625,627.622,624.582580645161,614.943114754098,610.482527472528,606.193591160221,12.53125,12.85,12.866935483871,16.1863081311475,17.8171955604396,17.726462961326,131.2,234.7,384.9,594.6,-0.0370000000000005,0.0675000000000011,0.528000000000001
"3074",-10.9,32093,11,1987,626.89,8.125,0,627.05375,627.308,627.052580645161,617.44131147541,612.448571428571,607.159171270718,8.890625,10.8416666666667,12.1008064516129,14.8113081311475,16.9614263296703,17.5821259447514,55.1,260.6,402.8,619.8,-0.0680000000000064,-0.0379999999999995,0.0899999999999977
"3081",-11.5,32100,11,1987,626.84,9.25,0,626.895,626.98,627.297419354839,619.914262295082,614.444505494506,608.115138121547,7.875,8.4,10.7540322580645,13.116636,15.7251625934066,17.455054121547,55.1,260.6,402.8,562.8,-0.0149999999999977,-0.0425000000000011,-0.0109999999999976
"3088",-12.3,32107,11,1987,626.56,2.25,0,626.71125,626.800666666667,627.101290322581,622.434098360656,616.46032967033,609.030718232044,4.90625,6.2,8.92338709677419,11.288767147541,14.4710417142857,17.0683137900552,35.8,263.3,348,545.8,-0.0350000000000023,-0.0340000000000032,-0.0383333333333364
"3095",-12.5,32114,12,1987,626.02,4.75,5.5,626.2875,626.495333333333,626.781612903226,624.970819672131,618.328901098901,609.919392265193,3.875,4.53333333333333,6.75403225806452,9.83401639344262,13.2224153406593,16.5911038453039,35.1,199.8,298.8,547.3,-0.0690000000000055,-0.0444999999999993,-0.049666666666667
"3102",-14.3,32121,12,1987,629.28,4.625,0,628.1925,627.321333333333,627.066774193548,626.910491803279,620.144175824176,610.904033149171,6.90625,5.43333333333333,6.12096774193548,9.19262295081967,12.1935691868132,16.2382032928177,63.7,123.3,321.3,592.3,0.301999999999998,0.124000000000001,0.0786666666666671
"3109",-14.6,32128,12,1987,628.85,8.25,0,629.01,628.556,627.532903225806,627.422131147541,621.957252747253,611.917182320442,5.484375,6.3,5.67338709677419,8.3422131147541,10.8913713846154,15.8928994254144,84.4,139.5,345,607,0.0149999999999977,0.119,0.0650000000000015
"3116",-14.7,32135,12,1987,628.6,8,0,628.70875,628.86,627.95935483871,627.581803278689,623.783186813187,612.932486187845,9.421875,7.4,6.24596774193548,8.05737704918033,10.0273603956044,15.5393082651934,83.9,131,345,606,-0.0389999999999986,0.1,0.0640000000000024
"3123",-15.2,32142,12,1987,628.505,5.25,0,628.549375,628.631,628.426935483871,627.678114754098,625.658736263736,613.963287292818,6.296875,7.85,6.93548387096774,7.12909836065574,9.10164835164835,14.9094740110497,80.7,110.3,327.5,606,-0.0154999999999973,-0.027249999999998,0.0771666666666647
"3130",-15.8,32149,1,1988,628.46,4.25,0,628.491875,628.521666666667,628.723064516129,627.802213114754,627.190494505494,615.030303867403,4.578125,5.45,6.3508064516129,6.38524590163934,8.41895604395604,14.1857171049724,23.7,110.3,212,578.3,-0.00699999999999363,-0.0164999999999964,-0.0189999999999979
"3137",-16,32156,1,1988,628.32,4.75,14,628.37625,628.432333333333,628.560806451613,627.96631147541,627.733021978022,616.116436464088,4.765625,4.7,6.22983870967742,5.95696721311475,7.87774725274725,13.5399988729282,38.5,122.9,178,616.8,-0.017999999999995,-0.0139999999999986,-0.022999999999998
"3144",-16.6,32163,1,1988,628.71,6,3,628.46125,628.425333333333,628.48564516129,628.152704918033,627.857527472528,617.23273480663,6.203125,5.53333333333333,5.79838709677419,5.80532786885246,7.33379120879121,13.0883414143646,70,154.4,209,607.7,0.0360000000000014,0.0100000000000023,0.00166666666666894
"3151",-16.5,32170,1,1988,628.54,9,0,628.61125,628.524666666667,628.484677419355,628.382704918033,627.925879120879,618.301685082873,6,6.10833333333333,5.51209677419355,6.1577868852459,6.74450549450549,12.5662419668508,71.5,152.2,181.8,566.7,0.0120000000000005,0.00550000000000068,0.00166666666666515
"3158",-16.7,32177,2,1988,628.4,4.375,0,628.49875,628.556,628.482580645161,628.608770491803,627.998516483516,619.337872928177,5.828125,5.70833333333333,5.60887096774194,6.06762295081967,6.20879120879121,11.9771535690608,71.5,95.2,181.8,562.2,-0.0110000000000014,0.00349999999999682,-0.00266666666666803
"3165",-16.7,32184,2,1988,627.88,4.75,0,628.1725,628.331333333333,628.418064516129,628.51368852459,628.08521978022,620.372237569061,5.171875,5.575,5.75403225806452,6.01844262295082,5.92994505494505,11.379777878453,71.5,90.2,155.9,558.7,-0.0629999999999995,-0.0430000000000007,-0.0153333333333345
"3172",-16.5,32191,2,1988,627.18,5,0,627.54,627.854666666667,628.226129032258,628.352049180328,628.131043956044,621.402569060773,4.59375,4.89166666666667,5.52016129032258,5.68647540983607,5.67857142857143,10.6242530165746,20.5,71.5,155.9,558.7,-0.0980000000000018,-0.0675000000000011,-0.0476666666666688
"3179",-16.3,32198,2,1988,626.44,2,0,626.825,627.182666666667,627.803225806452,628.137950819672,628.137307692308,622.413674033149,4.734375,4.64166666666667,5.14112903225806,5.2827868852459,5.71016483516483,10.0399988729282,1,71.5,152.2,459.2,-0.104999999999995,-0.0949999999999989,-0.0696666666666639
"3186",-16.4,32205,3,1988,625.66,2.125,0,626.0525,626.438666666667,627.230322580645,627.848852459016,628.117967032967,623.330193370166,1.21875,3.04166666666667,3.95564516129032,4.78483606557377,5.4793956043956,9.29345191160221,0,71.5,146.7,423.5,-0.112,-0.1065,-0.0940000000000017
"3193",-16.2,32212,3,1988,625.01,5,0,625.31625,625.686,626.537741935484,627.481967213115,627.869065934066,624.109419889503,4.359375,2.83333333333333,3.79838709677419,4.82786885245902,5.28434065934066,8.67121434254144,0,71.5,95.2,416.5,-0.1,-0.104000000000002,-0.102333333333335
"3200",-15.8,32219,3,1988,624.48,9.875,0,624.75125,625.035333333333,625.843225806452,627.066065573771,627.541593406593,624.857044198895,6.5,5.45833333333333,4.35887096774194,5.0266393442623,5.36950549450549,8.05657345856354,0,33,71.5,416.5,-0.0779999999999973,-0.0920000000000016,-0.097333333333332
"3207",-15.4,32226,3,1988,623.95,10,0,624.20625,624.478666666667,625.183548387097,626.558196721311,627.193791208791,625.604337016575,11.671875,9.03333333333333,5.90322580645161,5.62295081967213,5.54945054945055,7.72231931491713,0,1.5,71.5,415.5,-0.0799999999999954,-0.0789999999999964,-0.0906666666666638
"3214",-14.9,32233,3,1988,623.41,7.75,0,623.66798125,623.936256666667,624.57335,625.993833606557,626.815756593407,626.360048895028,9.671434875,10.7164319333333,7.60069287096774,5.99789309836066,5.82413713186813,7.41987004972376,8.5,8.5,80,372.5,-0.075,-0.0754999999999995,-0.0830000000000003
"3221",-15,32240,4,1988,623.01,6.75,4.7,623.2625,623.468923333333,624.049801612903,625.398587704918,626.41202032967,626.870159392265,5.890625,7.7830986,8.25795093548387,6.03272916393443,5.91204921978022,7.13326783977901,44.7,44.7,116.2,328.2,-0.0608799999999974,-0.0694999999999993,-0.072333333333332
"3228",-14.6,32247,4,1988,623.07,11.25,0,622.95875,623.117333333333,623.600769354839,624.822030327869,625.995646703297,626.869164917127,9.03125,7.50833333333333,9.03617674193548,6.56551604918033,6.25957669230769,7.01103027071823,64.2,64.2,97.2,275.2,0.00200000000000955,-0.0394999999999982,-0.0529999999999973
"3235",-14.5,32254,4,1988,624.06,12.25,0,623.43375,623.204666666667,623.39399516129,624.385309016393,625.611360989011,626.729385911602,13,11,9.63698319354839,7.51633572131148,6.78567559340659,7.03589214917127,92.2,92.2,93.7,295.2,0.116999999999996,-0.00950000000000273,-0.00100000000000288
"3242",-14.9,32261,4,1988,624.75,11.5,0,624.4825,623.951333333333,623.548709677419,624.154817213115,625.299492857143,626.606733977901,11.640625,12.325,9.81179009677419,8.44461440983607,7.2128733956044,6.94266010497238,97.7,97.7,97.7,279.5,0.132000000000005,0.0889999999999986,0.0396666666666685
"3249",-14.7,32268,5,1988,624.87,10.5,0,624.83125,624.650666666667,623.864516129032,624.047768032787,625.018723626374,626.504579281768,10.4375,11.0083333333333,10.6411290322581,9.43846686885246,7.59062064835165,6.89017391712707,83.4,101.4,101.4,283.2,0.0299999999999955,0.0875,0.0620000000000005
"3256",-15,32275,5,1988,627.16,13.625,7.5,625.6775,625.28,624.503225806452,624.128095901639,624.838174175824,626.459220165746,14.1875,12.4333333333333,12.2096774193548,10.4958439180328,8.31589537362637,7.11807446961326,98.7,150.4,150.4,306.3,0.230999999999995,0.145499999999998,0.142666666666666
"3263",-15.7,32282,5,1988,628.4,14.25,5.5,628.16,626.902666666667,625.67,624.556948360656,624.900591758242,626.514247790055,13.78125,14.0083333333333,12.6774193548387,11.0921553934426,9.02606020879121,7.35011866850829,171.7,241.9,241.9,397.8,0.275,0.180500000000001,0.161666666666667
"3270",-15,32289,5,1988,627.61,15,1.2,627.77375,627.938,626.466129032258,624.978095901639,624.970591758242,626.554413535912,14.859375,14.325,13.2217741935484,11.4425652295082,9.81452174725275,7.79556065745856,164.9,258.6,258.6,410.8,-0.1,0.137,0.0986666666666679
"3284",-15.5,32303,6,1988,629.38,14,0,629.36375,628.919333333333,628.329677419355,626.286721311475,625.490701648352,626.666789226519,15.609375,15.5666666666667,14.8629032258065,13.3934426229508,11.7705657032967,8.55661038121547,184.7,268.9,320.6,415.8,0.0639999999999986,0.054000000000002,0.104666666666666
"3291",-15.2,32310,6,1988,629.6,17.25,0,629.475,629.422,628.772580645161,627.030655737705,625.857954395604,626.688225690608,15.984375,15.9166666666667,15.4395161290323,14.0348360655738,12.5054558131868,8.93230098895028,146.2,265.9,331.6,403.1,0.0200000000000045,0.0889999999999986,0.0336666666666664
"3298",-14.8,32317,6,1988,629.7,20.125,0.7,629.69625,629.584666666667,629.121290322581,627.706393442623,626.284328021978,626.728778176796,18.375,17.175,16.375,14.6434426229508,13.0136975714286,9.2997043038674,82.4,245.6,337.8,409.3,0.0230000000000018,0.0200000000000045,0.0836666666666664
"3305",-14.9,32324,6,1988,630.18,17.25,1.5,630.04875,629.884,629.613548387097,628.328032786885,626.782087912088,626.78946878453,18.609375,18.3833333333333,17.1774193548387,15.4897540983607,13.6881868131868,9.78658275690608,150.7,324.8,416,496,0.0389999999999986,0.0389999999999986,0.0413333333333298
"3312",-14.5,32331,7,1988,630.07,18.875,0,630.08125,630.057333333333,629.797741935484,628.925409836066,627.307142857143,626.850905248619,17.53125,18.125,17.2379032258065,16.2110655737705,14.6071428571429,10.3024667348066,107.6,323.1,379.8,496,-0.00499999999999545,0.0220000000000027,0.0223333333333358
"3319",-13.6,32338,7,1988,629.95,24.25,0,629.99,630.033333333333,629.924193548387,629.309508196721,627.847692307692,626.913888674033,21.796875,19.7166666666667,18.883064516129,17.0860655737705,15.5961538461538,10.9661407679558,102.9,254.1,360.3,457.5,-0.0199999999999932,0.00900000000000318,0.0146666666666685
"3326",-13,32345,7,1988,629.67,24.625,0,629.81375,629.898666666667,629.957096774194,629.467213114754,628.332967032967,626.962396961326,22.09375,21.7916666666667,19.9717741935484,18.0061475409836,16.2527472527473,11.5607540276243,89.4,169.1,332.3,426,-0.0330000000000041,-0.0150000000000034,-0.002333333333335
"3333",-12.2,32352,7,1988,629.16,24,0,629.4125,629.609333333333,629.843225806452,629.668360655738,628.704725274725,626.993667679558,23.53125,22.6916666666667,20.8266129032258,18.9549180327869,17.1620879120879,12.2161407679558,44,155.2,331.3,429,-0.0629999999999995,-0.0400000000000034,-0.0353333333333353
"3340",-10.6,32359,8,1988,628.54,23.75,0,628.85875,629.134,629.54935483871,629.644754098361,629.01032967033,627.00720359116,23.578125,23.525,22.2338709677419,19.6946721311475,18.1799450549451,12.9274667348066,4.5,155.2,327.6,429,-0.0830000000000041,-0.0689999999999998,-0.0530000000000011
"3347",-9.9,32366,8,1988,627.56,24.25,0,628.05,628.448666666667,629.086129032258,629.480819672131,629.178571428571,627.004054419889,23.1875,23.3583333333333,23.0604838709677,20.6700819672131,18.8255494505494,13.6229087237569,6.6,109.5,280.7,431.1,-0.12600000000001,-0.102500000000003,-0.0810000000000021
"3361",-8.5,32380,8,1988,625.58,19.75,0,626.08125,626.574,627.622580645161,628.754918032787,628.949340659341,626.963501933702,21.140625,22.5333333333333,22.9354838709677,21.6946721311475,20.0618131868132,15.0137927016575,20.1,92.8,190.5,449.1,-0.141999999999996,-0.140999999999997,-0.123999999999997
"3368",-7.9,32387,9,1988,624.55,20,0,625.05875,625.569333333333,626.700967741936,628.164918032787,628.668241758242,626.928695303867,20.515625,20.9,22.4072580645161,22.030737704918,20.4299450549451,15.761720878453,20.1,24.6,175.3,449.1,-0.147000000000003,-0.1435,-0.139666666666668
"3382",-6.7,32401,9,1988,622.43,13.375,0,622.96625,623.495333333333,624.676774193548,626.652131147541,627.742417582418,626.813446685083,19.234375,20.4583333333333,20.9677419354839,22.1106557377049,21.1483516483516,16.8535717071823,22.7,29.3,122.2,453.8,-0.15200000000001,-0.15,-0.147333333333336
"3389",-6.5,32408,9,1988,621.32,16.75,0,621.87125,622.418,623.629032258065,625.744590163934,627.133296703297,626.724551657459,15.203125,17.475,19.2298387096774,21.25,20.9120879120879,16.9937650773481,4.7,29.3,116,453.8,-0.157999999999993,-0.153999999999996,-0.151999999999998
"3396",-5.7,32415,9,1988,620.32,18.75,0,620.8075,621.340666666667,622.568709677419,624.770655737705,626.412967032967,626.610497237569,18.3737245,16.7909864,18.8867676129032,20.7477835409836,20.9284592967033,17.3680375469613,13.4,33.5,38,454,-0.146999999999991,-0.150999999999999,-0.150666666666666
"3403",-6.2,32422,10,1988,619.5,13.75,0,619.92187,620.367664,621.545643870968,623.766474754098,625.628186373626,626.486988729282,15.5,16.8159864,17.6609611612903,19.788767147541,20.7334043516484,17.7243911381215,64.6,84.7,89.2,469,-0.120000000000005,-0.138499999999999,-0.143333333333332
"3410",-6,32429,10,1988,618.63,12.25,0,619.065005,619.493,620.565322580645,622.768442622951,624.783901098901,626.333453038674,15.125,15.4166666666667,15.9835418064516,18.835898295082,20.2031845714286,17.9253579889503,60.6,82.6,89.2,449.5,-0.123500000000001,-0.127499999999998,-0.137333333333333
"3417",-6.5,32436,10,1988,619.12,11.5,0,618.875,618.992669333333,619.806612903226,621.873032786885,623.946648351648,626.150248618785,14.65625,15.0666666666667,16.0641869677419,17.788767147541,19.6812065494506,17.9957999779006,130.4,153.1,159.7,492,0.0117129999999975,-0.0555000000000007,-0.0836666666666664
"3424",-6.7,32443,10,1988,619.21,14.75,0,619.1650075,619.013337333333,619.355324516129,621.121066557377,623.161703956044,625.939530718232,12.40625,13.6666666666667,14.9798387096774,16.9752425573771,18.8474153406593,18.040689480663,121.7,135.1,155.2,486.5,0.0300000000000068,-0.00828649999999698,-0.0456666666666668
"3431",-7,32450,11,1988,618.88,12.5,0,619.045,619.098004,619.08403516129,620.470574754098,622.408297362637,625.713950607735,13.21875,12.6833333333333,14.2258064516129,16.0715540327869,18.0383494065934,18.1359933480663,70.5,135.1,155.2,482.8,-0.0291450000000054,0.0089999999999975,-0.0287783333333323
"3445",-8.9,32464,11,1988,620.66,8,0,620.214995,619.76999,619.424835806452,619.717457540984,621.230713296703,625.136988453039,10.9375,10.65,11.8790322580645,14.0203245245902,16.0204922637363,17.8417944530387,155,218.4,241.1,416.8,0.127144999999996,0.0748549999999966,0.0559999999999983
"3452",-9.5,32471,11,1988,620.81,0.75,0,620.73498625,620.462656666667,619.794554193548,619.633029508197,620.825657142857,624.871297237569,5,7.96666666666667,10.0806451612903,12.6412261639344,14.7828549010989,17.4357171049724,88,209.7,223.1,404.1,0.0531439999999975,0.0901429999999948,0.0541899999999979
"3459",-10.4,32478,12,1988,620.57,3.75,0,620.69000125,620.705993333333,620.141327419355,619.656663442623,620.494008901099,624.555054198895,3.25,4.35,7.78225806451613,11.0409836065574,13.473788967033,16.9440043977901,88,158.5,223.1,398.4,-0.0175700000000006,0.0336420000000032,0.0531900000000026
"3473",-11.5,32492,12,1988,619.85,3,0,620.02997875,620.209984666667,620.455103548387,619.875894754098,619.996204175824,623.837483867403,4,4.25,4.60483870967742,8.5655737704918,10.9806570989011,16.058645281768,1,159.5,219.4,341.6,-0.0514259999999922,-0.0462850000000003,-0.0185233333333334
"3480",-11.9,32499,12,1988,619.35,3.25,0,619.59999,619.81265,620.213079032258,619.937719672131,619.824884615385,623.444334254144,3.03125,3.55,3.58870967741935,7.26229508196721,10.0246131428571,15.4419325745856,1,89,219.4,320.4,-0.0654299999999921,-0.0584274999999991,-0.0472383333333331
"3487",-11.9,32506,12,1988,618.46,4,0,618.905,619.245994666667,619.78169483871,619.899849836066,619.67928021978,623.007870165746,4.6875,3.9,4.19354838709677,6.29508196721311,8.96978021978022,14.9350264972376,1,89,210.7,248.7,-0.110429999999997,-0.0849285000000009,-0.0726183333333324
"3494",-12.2,32513,1,1989,617.54,3,0,618,618.452,619.199807096774,619.777344262295,619.530764175824,622.538698895028,3.46875,4.08333333333333,3.94354838709677,5.27459016393443,8.07417582417582,14.3687281546961,0,80.3,159.5,248.7,-0.130142999999998,-0.111928,-0.0924290000000004
"3501",-12.3,32520,1,1989,616.6,4.75,0,617.069975,617.534653333333,618.487223225806,619.474391639344,619.376915384615,622.037095580111,3.84375,3.7,3.83064516129032,4.45491803278689,7.20054945054945,13.6615458342541,0,39,159.5,248.7,-0.133426999999995,-0.131142,-0.11176
"3508",-12.2,32527,1,1989,615.66,2.5,0,616.12997375,616.599972666667,617.650124193548,618.966639016393,619.157902087912,621.507757403315,5.6875,4.76666666666667,4.42741935483871,4.06147540983607,6.49450549450549,13.0289491491713,0,1,89,248.7,-0.134280000000001,-0.133430000000004,-0.127761999999999
"3515",-12.7,32534,1,1989,615.04,2.5,0,615.34998125,615.745309333333,616.770996774194,618.340196393443,618.860537142857,620.966596353591,3.03125,4.48333333333333,4.11290322580645,4.13934426229508,5.76923076923077,12.2506342320442,6,7,95,250.2,-0.102280000000007,-0.118285000000003,-0.122476666666667
"3522",-12.4,32541,2,1989,614.35,5,0,614.69498,615.021312666667,615.939791612903,617.657266557377,618.523941978022,620.422286077348,4.4375,3.81666666666667,4.23387096774194,4.1516393442623,5.13186813186813,11.5317115801105,6,6,95,250.2,-0.0955659999999966,-0.105784999999997,-0.115095333333333
"3529",-12.6,32548,2,1989,613.68,4.25,0,614.0149925,614.355318666667,615.163618387097,616.934972786885,618.10690956044,619.88576640884,4.40625,4.38333333333333,4.54838709677419,4.12295081967213,4.68131868131868,10.7913800883978,6,6,48.8,248.1,-0.0965700000000083,-0.0945700000000045,-0.106283333333336
"3536",-12.3,32555,2,1989,612.95,5.25,0,613.31500125,613.663996666667,614.440399677419,616.17415557377,617.56723978022,619.360131104972,5.15625,4.81666666666667,4.41129032258065,4.27049180327869,4.25274725274725,10.0600264972376,6,6,7,248.1,-0.101709999999991,-0.0995699999999999,-0.0992833333333313
"3543",-11.7,32562,2,1989,612.21,6.75,0,612.5800175,612.947343333333,613.748566774194,615.385751311475,616.935044725275,618.844165027624,8.4375,6.9,5.54032258064516,4.9344262295082,4.58516483516483,9.62839666298343,2,8,9,232.1,-0.105289999999991,-0.102214999999995,-0.100236666666664
"3550",-11.5,32569,3,1989,611.52,7.75,0,611.8650175,612.223352,613.043738064516,614.608914262295,616.253727472527,618.340574640884,5.375,6.91666666666667,5.84677419354839,5.04918032786885,4.70604395604396,9.02411489502762,28,34,35,258.1,-0.100716,-0.102785,-0.100903333333334
"3557",-11,32576,3,1989,610.8,5.5,0,611.16000875,611.512014,612.333143870968,613.855942295082,615.541751318681,617.849801546961,7.96875,6.6,6.61290322580645,5.60655737704918,4.94230769230769,8.45643533701658,38.5,44.5,44.5,268.6,-0.101573000000008,-0.102215000000001,-0.102380000000001
"3564",-10.4,32583,3,1989,610.07,10.25,0,610.43499875,610.797337333333,611.613006774194,613.12709295082,614.801642747253,617.372011436464,9.5625,8.98333333333333,7.81451612903226,6.1516393442623,5.44230769230769,8.18640771270718,38.5,44.5,44.5,263.9,-0.103859999999997,-0.102072499999997,-0.102952333333333
"3571",-10.2,32590,3,1989,609.34,12.5,0,609.70501625,610.070008,610.892500322581,612.420096065574,614.039227472528,616.908586740332,9.21875,9.33333333333333,8.19354838709677,6.61885245901639,5.90659340659341,7.91499887292818,50.5,50.5,56.5,267.2,-0.104289999999992,-0.103859999999997,-0.102715000000001
"3578",-9.4,32597,3,1989,608.6,14.5,0,608.97000125,609.337342666667,610.17051483871,611.707803934426,613.275820989011,616.456818839779,11.90425525,10.4322694666667,9.47529167741935,7.60219740983607,6.43938507692308,7.65460796685083,22.5,50.5,56.5,221.7,-0.105290000000002,-0.104784999999998,-0.103905333333334
"3585",-9.9,32604,4,1989,608.15,4.75,0,608.375,608.677334,609.476732258065,611.007009180328,612.538018791209,616.015931049724,9.25,10.3156028,9.67690458064516,8.0079351147541,6.83224221978022,7.41842012154696,43.9,71.9,77.9,237.4,-0.0769070000000056,-0.0907849999999996,-0.0951913333333323
"3592",-10,32611,4,1989,608.75,6,2,608.45001,608.430005333333,608.979454193548,610.401203770492,611.883406483517,615.613200497238,8.4375,9.11666666666667,9.54787232258064,8.53662363934426,7.2168576043956,7.18361349171271,56.9,95.4,101.4,260.9,0.0407169999999951,-0.0241820000000018,-0.050951999999999
"3599",-10,32618,4,1989,609.02,10.5,0,608.8850125,608.662012,608.739778387097,609.925045245902,611.332750549451,615.22384801105,7.59375,8.15,9.3623884516129,8.7579351147541,7.37070375824176,6.91289525966851,44.9,95.4,101.4,190.4,0.0527140000000031,0.0242149999999981,-0.0176199999999994
"3606",-10.4,32625,4,1989,610.46,4,1,609.7400175,609.332016,608.877399354839,609.640923114754,610.912533956044,614.862909226519,9.1875,8.25,9.05645161290323,8.86039413114754,7.82400046153846,6.7554366961326,100.9,141.9,151.4,246.4,0.15557,0.111215000000004,0.0549100000000029
"3613",-10.3,32632,5,1989,611.56,13.25,0,611.01000625,610.369346,609.449781612903,609.580312622951,610.63890989011,614.556974475138,8.875,9.36666666666667,8.4758064516129,9.24973839344262,8.19762683516483,6.63527095027624,98,123.4,151.4,239.9,0.171709999999996,0.138569999999999,0.109381333333332
"3620",-9.2,32639,5,1989,612.14,15.25,0,611.85,611.421336666667,610.260746451613,609.693825737705,610.47924021978,614.262113093923,15.6875,12.2166666666667,10.4193548387097,10.1390826557377,9.09872573626374,6.85074056353591,64.5,112.9,151.4,200.2,0.105143999999996,0.145715000000001,0.118715000000001
"3627",-8.8,32646,5,1989,612.74,16.25,0,612.44000125,612.145334,611.099501612903,609.958743770492,610.41924021978,613.956288839779,14.65625,15.1666666666667,11.8870967741935,10.6431810163934,9.81301145054945,7.02477371270718,91.5,136.4,186.9,193.9,0.0848600000000033,0.106139999999999,0.12657
"3641",-8.2,32660,6,1989,612.53,14,8,612.58251,612.635005333333,612.310116774193,610.772103606557,610.489402857143,613.332079060773,14.71875,15.6833333333333,15.0887096774194,11.766393442623,11.1371872747253,7.93913835359116,51.5,150.5,174.9,209.9,-0.0149999999999977,0.0152150000000006,0.0428099999999972
"3648",-8.2,32667,6,1989,612.96,15.5,0.7,612.74501875,612.672682,612.573117419355,611.288170655738,610.617645494505,613.040588618785,13.1875,13.95,14.7822580645161,12.4098360655738,11.5272971648352,8.26786763535912,92.7,171.7,205.6,250.1,0.0384999999999991,0.0117500000000007,0.0328566666666688
"3655",-7.4,32674,6,1989,614.16,19.5,8,613.56,613.165343333333,612.893486129032,611.862127540984,610.868634615385,612.796777237569,17.71875,15.45,15.5725806451613,13.4877049180328,12.134440021978,8.81068531491713,82.7,174.2,231.1,275.6,0.138423999999998,0.0769999999999982,0.0530486666666661
"3662",-6.7,32681,6,1989,614.07,22.25,0,614.115,613.816,613.215652580645,612.442266721312,611.21138043956,612.588853480663,20.0625,18.85,16.5483870967742,14.7991803278689,12.9860883736264,9.4750499558011,94.4,159.4,230.8,287.3,0.0424300000000017,0.0739285000000052,0.0468333333333362
"3669",-5.8,32688,6,1989,613.61,20,0,613.839995,613.971330666667,613.483714516129,612.852356557377,611.587533736264,612.399097679558,21.71875,20.8,17.9193548387097,16.327868852459,13.7417582417582,10.1380333812155,86.4,129.9,230.8,287.3,-0.049860000000001,0.0239250000000027,0.0350000000000023
"3676",-4.9,32695,7,1989,612.9,21.5,0,613.25500125,613.543331333333,613.614700967742,613.062731311475,611.96148989011,612.221268453039,21.0625,21.4833333333333,19.6532258064516,17.3893442622951,14.7197802197802,10.8244974696133,57.4,135.9,215.4,293.3,-0.0907100000000014,-0.0623550000000023,0.00209466666666458
"3683",-4.2,32702,7,1989,612.14,20.75,0,612.52002,612.886678,613.453734516129,613.109478852459,612.267095164835,612.050994198895,22.0625,21.5666666666667,21.1129032258065,18.0860655737705,15.7335164835165,11.5026742651934,35.7,140.9,201.9,303.3,-0.10643,-0.0932149999999979,-0.0559046666666669
"3690",-3,32709,7,1989,610.99,23,0,611.56500125,612.036011333333,612.869959354839,612.980006065574,612.465445824176,611.878809226519,22.5625,22.4166666666667,21.7096774193548,19.0409836065574,16.8873626373626,12.1767074143646,25,110.4,201.9,297.3,-0.147576000000004,-0.125927000000002,-0.103523333333332
"3697",-2.1,32716,7,1989,609.44,23.5,0,610.21499875,610.883333333333,611.994428064516,612.687874098361,612.485554065934,611.681130441989,23.84375,23.2166666666667,22.4435483870968,19.9467213114754,18.0384615384615,12.9833372486188,20,109.9,149.9,301.3,-0.204284999999993,-0.167571999999996,-0.143379999999998
